"","Site","SOC","SAND","CLAY","ANPP_MAP_E","MAT","MAP","LIG","N","CN","CDI","SAND2","CLAY2","LAT","LONG","L1","ELEVATION","ASPECT_CLA","SLOPE","CURVATURE","GOOGLE_DIR","Kormos_MAP","Kormos_MAT","canopy_hei","rcew_veg_c","pGPP","rcew_DEM_3","pred_MAP","fW","MIMSOC","MIMMIC","residual","LITm","LITs","MICr","MICK","SOMp","SOMc","SOMa","MICsum","MICrat","SOMTOT","LITTOT"
"51","S58",0.57825,53.541125,18.4965,149.09699,8.8,267.95,16.6,1.37,36.496,0,0,0,43.18051979,-116.7138797,"Nancy Gulch",1358.33,"West",6,0.42,"Nicholas_Patton",267.4899902,8.8000002,0.0643441,0,-147.7720032,1358.439941,337.6156616,0.553116736,0.804748540087596,0.0490492274208507,-0.226498540087596,"0.241014937000018","1.03765700221921","0.0411023371230892","0.12239508761308","0.298192566538035","0.560887678499341","0.381245524632542",0.163497424736169,0.335816885502982,1.24032576966992,1.27867193921923
"52","S59",0.64547619,60.00309524,13.10452381,144.47083,8.9,265.15,16.6,1.37,36.496,0,0,0,43.18077561,-116.7145575,"Nancy Gulch",1349.48,"Northwest",7.5,0.25,"Nicholas_Patton",265.1430054,8.8999996,0.351943,53.6921997,-37.0149994,1349.23999,331.2417297,0.550369824,1.05140736695377,0.0645000275295743,-0.40593117695377,"0.315778906794776","1.35317326954197","0.0539868145328008","0.161013277232447","0.452660992610121","0.732104086734831","0.435973875732287",0.215000091765248,0.335294178596605,1.62073895507724,1.66895217633675
"53","S60",1.521666667,70.25,7.375,616.33915,7.2,550.75,16.6,1.37,36.496,0,0,0,43.18866189,-116.8130672,"Whiskey Hill",1649.89,"Northwest",9.48999,-1.49,"Nicholas_Patton",551.427002,7.1999998,0.0396728,0,259.9630127,1649.819946,759.5914917,0.734971534,1.62029742476512,0.0940730672705395,-0.0986307577651195,"0.491566387439191","2.06916045333632","0.0788338034386202","0.234743087463178","0.840671566877","1.11889115978915","0.567124957540271",0.313576890901798,0.335830137920403,2.52668768420642,2.56072684077551
"54","S62",1.225384615,76.9625641,12.44717949,558.082578,7.5,515.49,16.6,1.37,36.496,0,0,0,43.19159234,-116.8095646,"Whiskey Hill",1600.85,"Northwest",18.7613,1.09,"Nicholas_Patton",517.8859863,7.5,0.0765021,15.9204998,329.8859863,1601.199951,643.2284546,0.684823694,1.79755621690953,0.0996997216814781,-0.572171601909534,"0.515372603122085","2.193697003508","0.0836991573425478","0.248633248262379","1.06727094341432","1.18396922611889","0.699211874596879",0.332332405604927,0.336637026332944,2.95045204413009,2.70906960663008
"55","S63",2.37,55.58833333,14.18166667,548.499818,7.7,509.69,16.6,1.37,36.496,0,0,0,43.19214026,-116.8079732,"Whiskey Hill",1561.52,"Northeast",26.4441,-7.44,"Nicholas_Patton",511.1560059,7.67661,1.55502,61.9555016,386.7359924,1562.01001,552.4463501,0.645700218,1.90862127348619,0.104096953734756,0.461378726513814,"0.534069627418036","2.27864996663394","0.0874004130187787","0.259589432763741","1.21291499168373","1.22962724828358","0.759819231818815",0.34698984578252,0.336687098886356,3.20236147178613,2.81271959405198
"56","S64",1.483333333,66.38,14.655,531.184762,7.7,499.21,16.6,1.37,36.496,0,0,0,43.19243739,-116.8066319,"Whiskey Hill",1556.92,"North",14.2814,0.76,"Nicholas_Patton",500.4349976,7.6999998,0.116364,33.9916992,252.2409973,1556.579956,541.7547607,0.641092568,1.67331582984468,0.0934780123455982,-0.189982496844683,"0.479054930675834","2.01822701434141","0.0782209932912714","0.233372381194056","0.986494697042126","1.09242916085676","0.689920255414159",0.311593374485327,0.335176737243077,2.76884411331304,2.49728194501724
"57","S65",0.711666667,74.61,12.28333333,655.562378,7.1,574.49,16.6,1.37,36.496,0,0,0,43.19273015,-116.8149283,"Whiskey Hill",1656.56,"East",24.0165,-10.81,"Nicholas_Patton",574.4520264,7.1238699,0.344103,34.7112007,263.072998,1656.410034,626.0878296,0.677436766,1.69792378204158,0.0942217910360143,-0.986257115041585,"0.4942952164463","2.10000243801743","0.0791871283522221","0.234885508434492","0.950333565998624","1.13309984516244","0.667942237727106",0.314072636786714,0.337130753106068,2.75137564888817,2.59429765446373
"58","S66",0.512702703,85.02135135,9.932162162,626.58279,7.5,556.95,16.6,1.37,36.496,0,0,0,43.19347351,-116.810691,"Whiskey Hill",1591.32,"Southeast",18.2607,-1.78,"Nicholas_Patton",558.8359985,7.5,0.065004,29.6802006,178.470993,1591.920044,505.7986755,0.625596925,1.49469861472491,0.0869974763008174,-0.981995911724913,"0.449239884078849","1.89095539418583","0.0728252961017322","0.217166291567659","0.7634622313777","1.02341347135251","0.565266147085435",0.289991587669391,0.335343462265842,2.35214184981565,2.34019527826468
"59","S67",0.657777778,22.91111111,42.02777778,249.187266,8.4,328.53,16.6,1.37,36.496,0,0,0,43.20024555,-116.7057467,"Nancy Gulch",1403.57,"North",10,0.2,"Nicholas_Patton",328.447998,8.3995199,0.0216184,7.8849201,-237.220993,1403.420044,371.2469788,0.567610496,0.561453871173497,0.0315058300927065,0.0963239068265028,"0.156144529127347","0.652789503645618","0.0263905945413069","0.078628839101048","0.217763264507013","0.355416729535921","0.384379443453402",0.105019433642355,0.335635052520509,0.957559437496336,0.808934032772965
"60","S68",0.4046875,42.8784375,11.260625,148.750028,9,267.74,16.6,1.37,36.496,0,0,0,43.20529592,-116.7506016,"Quonset",1201.83,"Northeast",2.34061,-0.02,"Nicholas_Patton",267.8120117,9,0.141385,37.4644012,-31.9323997,1201.829956,224.4453583,0.504344836,1.03652559836183,0.0652004597116055,-0.631838098361828,"0.317300775946885","1.33657040620751","0.0544123324938915","0.16292253321146","0.441526813527795","0.726254710629107","0.416097755856115",0.217334865705351,0.33397671532193,1.58387928001302,1.6538711821544
"61","S69",0.276363636,49.24424242,19.68212121,92.063046,9.2,233.43,16.6,1.37,36.496,0,0,0,43.2284173,-116.7368159,"Flats",1187.91,"Northwest",1.70107,1,"Nicholas_Patton",233.1569977,9.1999998,0.0708225,1.3466901,-115.1849976,1187.859985,214.3636017,0.5,0.890966083607648,0.0540014138803454,-0.614602447607648,"0.26078796717951","1.12352234809666","0.0453434224446678","0.134661290489817","0.372512309328706","0.60798070331172","0.425078904507744",0.180004712934485,0.336722025162061,1.40557191714817,1.38431031527617
"62","S72",0.155,78.55333333,11.63333333,132.376726,8.8,257.83,16.6,1.37,36.496,0,0,0,43.24720654,-116.7071648,"Summit Greasewood",1284.18,"Southwest",3.55728,-0.38,"Nicholas_Patton",258.1380005,8.8000002,0.0687109,5.5534902,-213.1569977,1284.229981,284.2000122,0.530096715,0.568075939268388,0.0370709745899187,-0.413075939268388,"0.182094755303632","0.780291083441086","0.0310156436976496","0.0925542716020793","0.144311328478604","0.4223069720467","0.241012409658209",0.123569915299729,0.335107641827661,0.807630710183513,0.962385838744718
