"","Site","SOC","SAND","CLAY","ANPP_MAP_E","MAT","MAP","LIG","N","CN","CDI","SAND2","CLAY2","LAT","LONG","L1","ELEVATION","ASPECT_CLA","SLOPE","CURVATURE","GOOGLE_DIR","Kormos_MAP","Kormos_MAT","canopy_hei","rcew_veg_c","pGPP","rcew_DEM_3","pred_MAP","fW","MIMSOC","MIMMIC","residual","LITm","LITs","MICr","MICK","SOMp","SOMc","SOMa","MICsum","MICrat","SOMTOT","LITTOT"
"21","S25",4.775,71.972,15.234,654.521492,7.6,573.86,16.6,1.37,36.496,0,0,0,43.12303738,-116.7856704,"Johnston Draw",1614.42,"North",22.2,0.61,"Nicholas_Patton",573.9639893,7.5999999,0.169649,55.6142006,849.9509888,1614.27002,676.2404175,0.699050537,2.63070604693597,0.134767556353972,2.14429395306403,"0.69427869706446","2.9397108724402","0.113024947723234","0.336200240123338","2.08292216766747","1.58755318602514","1.0153300454094",0.449225187846572,0.336183423550708,4.68580539910201,3.63398956950466
"22","S26",2.034193548,72.18967742,17.47419355,663.542504,7.5,579.32,16.6,1.37,36.496,0,0,0,43.12317978,-116.7878097,"Johnston Draw",1638.27,"North",28.5,2.79,"Nicholas_Patton",579.0180054,7.5,0.214987,51.7928009,884.9459839,1637.930054,733.6983643,0.723812626,2.74357619346986,0.136763120103786,-0.709382645469861,"0.707478610314342","3.00324280217077","0.114778728516819","0.341098338495802","2.26484720790809","1.6204861298363","1.09332216099075",0.455877067012621,0.336497471734919,4.97865549873514,3.71072141248511
"23","S27",8.913333333,65.35622222,12.678,671.060014,7.6,583.87,16.6,1.37,36.496,0,0,0,43.12349175,-116.7874879,"Johnston Draw",1616.16,"Northeast",28.1,-3.35,"Nicholas_Patton",584.0910034,7.5633202,3.46839,73.4173965,1149.939941,1616.650024,682.151123,0.701597816,2.9779011472015,0.15121156831394,5.9354321857985,"0.779565465017583","3.31800120293334","0.127055183184356","0.376983377862111","2.47037066382541","1.789147337964","1.06521392655155",0.504038561046467,0.337031260913655,5.32473192834096,4.09756666795092
"24","S28",4.908974359,14.55897436,55.82153846,791.80279,6.6,656.95,16.6,1.37,36.496,0,0,0,43.12363069,-116.7967467,"Johnston Draw",1798.82,"Northeast",5.2,0.48,"Nicholas_Patton",657.9390259,6.5999999,0.0429996,0,247.4929962,1798.780029,979.1754761,0.829603498,2.45591163153829,0.0929685841269623,2.45306272746171,"0.49696195819359","2.09743406707281","0.0780109912528745","0.231884289170333","2.6680466693306","1.1321032123323","1.48193091777515",0.309895280423207,0.336422064349391,5.28208079943805,2.5943960252664
"25","S29",3.157142857,77.81714286,10.69714286,680.69234,7.6,589.7,16.6,1.37,36.496,0,0,0,43.12378073,-116.7876965,"Johnston Draw",1618.14,"South",13.7,-2.37,"Nicholas_Patton",589.8939819,7.5999999,0.162813,41.3151016,601.9329834,1618.439941,524.6799927,0.633734022,2.19253869290891,0.119206980348228,0.964604164091087,"0.614016900768948","2.62435764250207","0.100272992083675","0.297083609077084","1.46563175435873","1.41496453790995","0.792134872995914",0.397356601160759,0.337524484757613,3.67273116526459,3.23837454327102
"26","S30",2.342,71.243,12.293,602.642412,7.9,542.46,16.6,1.37,36.496,0,0,0,43.12385697,-116.7800245,"Johnston Draw",1548.39,"Southeast",19.8,0.6,"Nicholas_Patton",543.3209839,7.9187198,0.087916,11.3063002,386.3739929,1548.119995,474.0314636,0.61190652,1.87231595391783,0.104005630570523,0.469684046082171,"0.529291360507509","2.26744727521209","0.0874557850854595","0.259229650149618","1.15870558454287","1.22322149556524","0.715702028663304",0.346685435235077,0.337367986397324,3.09762910877141,2.7967386357196
"27","S31",2.49,58.73,18.765,616.190452,7.8,550.66,16.6,1.37,36.496,0,0,0,43.12387104,-116.7826147,"Johnston Draw",1570.03,"Northeast",17.1,0.8,"Nicholas_Patton",552.28302,7.8000002,0.238387,47.6589012,641.6920166,1569.910034,568.0706177,0.652433655,2.39423847177186,0.121832884909022,0.0957615282281403,"0.622724502472381","2.665452055767","0.102426451681134","0.303683164682271","1.85664338391267","1.43725252614695","0.992612821243796",0.406109616363405,0.337280638484843,4.28650873130342,3.28817655823938
"28","S32",0.798333333,73.59833333,13.725,625.723646,7.9,556.43,16.6,1.37,36.496,0,0,0,43.12416094,-116.7826214,"Johnston Draw",1568.05,"Southeast",18.9,1.77,"Nicholas_Patton",560.7670288,7.87187,0.256978,27.6818008,483.3880005,1568.099976,488.1744385,0.61800158,2.04864517436126,0.111164293852222,-1.25031184136126,"0.566094130080197","2.42148444305792","0.093369149065411","0.277178497108662","1.36857489013951","1.30637191524191","0.795744223177273",0.370547646174073,0.336855672569751,3.47069102855869,2.98757857313812
"29","S33",2.126666667,84.1925,13.48833333,723.038226,7.3,615.33,16.6,1.37,36.496,0,0,0,43.12421955,-116.7895852,"Johnston Draw",1666.1,"Southeast",22.5,2.14,"Nicholas_Patton",615.8690186,7.3393002,0.11259,23.4426994,397.04599,1665.930054,559.010498,0.648529104,1.93426369615797,0.104827022780764,0.192402970842033,"0.545929454907901","2.32456182706415","0.0881132361134739","0.261310173155738","1.21085798276171","1.25390547783471","0.76286750202221",0.349423409269212,0.337197878863137,3.22763096261863,2.87049128197205
"30","S34",3.714852941,80.00676471,13.98132353,740.799376,7.2,626.08,16.6,1.37,36.496,0,0,0,43.1242439,-116.7916884,"Johnston Draw",1695.21,"Southeast",15.3,-0.56,"Nicholas_Patton",626.9069824,7.1999998,0.0495352,0,583.2750244,1695.540039,580.1550903,0.657641582,2.23993562201059,0.11793951983676,1.47491731898941,"0.616129472126312","2.61831656022564","0.0992665350083602","0.293865197780841","1.55259612412447","1.41252695184265","0.87375123226034",0.393131732789201,0.337796158776145,3.83887430822746,3.23444603235195
"31","S35",3.323333333,46.9,14.86333333,747.77166,6.9,630.3,16.6,1.37,36.496,0,0,0,43.12449119,-116.794308,"Johnston Draw",1737.62,"Northeast",15,-2.09,"Nicholas_Patton",630.5609741,6.9000001,4.1763201,43.9603004,1548.829956,1737.73999,848.3985596,0.773243848,3.59441338743621,0.170740844341117,-0.271080054436207,"0.904358267673258","3.81923815392313","0.143482398469768","0.425653749333957","3.31920693133675","2.05870990371574","1.31072855366808",0.569136147803725,0.337087124674181,6.68864538872057,4.72359642159639
"32","S36",1.155,82.445,10.38,706.351006,7.5,605.23,16.6,1.37,36.496,0,0,0,43.12453364,-116.7860349,"Johnston Draw",1630.11,"Southeast",22.2,3.73,"Nicholas_Patton",607.1430054,7.5,0.214884,38.8101006,316.2359924,1630.540039,533.5476074,0.637555611,1.74734979093421,0.0986027863258683,-0.592349790934208,"0.509690602452846","2.17039290882904","0.0828004235039614","0.2458755309156","0.993827474707216","1.17132629750556","0.650586065199798",0.328675954419561,0.336757477230964,2.81573983741257,2.68008351128189
"33","S37",1.470181818,77.40709091,11.43563636,630.481982,7.6,559.31,16.6,1.37,36.496,0,0,0,43.12565165,-116.7811645,"Johnston Draw",1608.03,"Southeast",9,2.11,"Nicholas_Patton",561.1699829,7.5999999,0.148417,29.1259003,408.1010132,1608.01001,516.8635864,0.630365462,1.90743120476581,0.105690748653823,-0.437249386765815,"0.544342778419281","2.32071821477789","0.0887656375982311","0.263536857914511","1.17113569577379","1.25221475396852","0.717390077433826",0.352302495512742,0.336824375537732,3.14074052717614,2.86506099319717
"34","S38",0.782,78.13885714,10.04085714,730.456604,7.3,619.82,16.6,1.37,36.496,0,0,0,43.12568301,-116.78562,"Johnston Draw",1661.93,"Southeast",23.2,1.7,"Nicholas_Patton",620.1480103,7.3016901,0.0797509,31.1634998,424.7359924,1661.709961,555.6414185,0.647077165,1.92770134424653,0.106877400925362,-1.14570134424653,"0.556694199201811","2.37098423627532","0.0898603532930338","0.266397649791507","1.15938362249227","1.2788012043092","0.703549882125306",0.356258003084541,0.337316614329601,3.14173470892678,2.92767843547713
"35","S39",1.615,71.725,17.475,756.85876,7.1,635.8,16.6,1.37,36.496,0,0,0,43.12611188,-116.7890521,"Johnston Draw",1699.9,"Southwest",14.4,1.11,"Nicholas_Patton",635.9730225,7.1237402,0.138473,17.9342003,438.8479919,1699.619995,583.071106,0.658898269,2.07466734754357,0.107979072548032,-0.45966734754357,"0.566827077317308","2.40370546308377","0.0906501301486777","0.269280111678095","1.41222244718991","1.29696247622686","0.875910119500612",0.359930241826773,0.336638786963381,3.58509504291738,2.97053254040108
"36","S40",1.124545455,79.06090909,10.56545455,765.94586,7.1,641.3,16.6,1.37,36.496,0,0,0,43.12633701,-116.788065,"Johnston Draw",1706.59,"South",19.8,0.42,"Nicholas_Patton",641.9979858,7.0999999,0.181163,51.5502014,281.394989,1706.609985,588.0704956,0.661052807,1.70243790029079,0.0958453941930194,-0.577892445290787,"0.50287011797036","2.11972535138666","0.0803408790647892","0.239143768245275","0.941807281807465","1.14554352636771","0.645362076127031",0.319484647310064,0.335952216753516,2.73271288430221,2.62259546935702
"37","S41",0.78,75.69333333,14.255,764.425836,7.1,640.38,16.6,1.37,36.496,0,0,0,43.12667447,-116.7868472,"Johnston Draw",1710.94,"Southeast",16.7,0.67,"Nicholas_Patton",640.8530273,7.0999999,0.148294,58.0285988,551.1129761,1710.719971,590.9714966,0.662303023,2.19892063970872,0.115921102661983,-1.41892063970872,"0.608583562668659","2.57261773127096","0.0972599050230033","0.28914377051694","1.50588324397258","1.38878805127627","0.867459200967317",0.386403675539943,0.336372126742067,3.76213049621617,3.18120129393962
"38","S42",1.15,76.25166667,10.49,808.73784,6.9,667.2,16.6,1.37,36.496,0,0,0,43.12749278,-116.7897313,"Johnston Draw",1742.32,"Southeast",19,0.32,"Nicholas_Patton",661.7670288,6.9000001,0.0469767,21.0716991,309.7000122,1742.599976,625.2254028,0.677065094,1.76353050017003,0.0980606852067052,-0.613530500170029,"0.518563044827501","2.1972844140343","0.0823817715142749","0.244487179174742","0.98587039761767","1.1855558634604","0.664292329937871",0.326868950689017,0.336957429802052,2.83571859101594,2.7158474588618
"39","S43",3.33,68.654,13.516,763.583214,6.9,639.87,16.6,1.37,36.496,0,0,0,43.12752508,-116.7925417,"Johnston Draw",1748.87,"Southeast",12.8,-0.47,"Nicholas_Patton",643.1760254,6.9000001,0.0691423,12.8083,509.7090149,1748.469971,618.1970215,0.674036142,2.13560038682016,0.112961449416369,1.19439961317984,"0.597401593826787","2.53473892297886","0.0949919864704786","0.281546178250753","1.40750166864533","1.36686993616078","0.835617669734222",0.376538164721232,0.337393982971689,3.60998927454033,3.13214051680565
"40","S44",2.381090909,54.07272727,22.69254545,744.004644,6.8,628.02,16.6,1.37,36.496,0,0,0,43.12848567,-116.7966359,"Johnston Draw",1778.24,"Southeast",7.1,1.22,"Nicholas_Patton",628.2810059,6.8000002,0.16718,47.3296013,878.5880127,1778.150024,639.6540527,0.683283269,2.91114696662143,0.136375495498631,-0.530056057621434,"0.724592945400113","3.06148640565211","0.114494034480362","0.340090950515076","2.55427946362237","1.65098241936384","1.25789700303756",0.454584984995438,0.33665710395104,5.46315888602377,3.78607935105222
"41","S45",8.014,44.21,21.93,744.979442,6.8,628.61,16.6,1.37,36.496,0,0,0,43.12863212,-116.7968813,"Johnston Draw",1781.22,"Southeast",7.3,-1.16,"Nicholas_Patton",628.9050293,6.8000002,0.771199,29.7826004,1295.589966,1781.459961,642.039978,0.684311508,3.51180901107894,0.1585602955713,4.50219098892106,"0.842830887524461","3.57389302838177","0.133360817549123","0.395173501021876","3.3950695709075","1.92495542810877","1.44074680343629",0.528534318570999,0.337474089746064,6.76077180245256,4.41672391590623
"42","S46",4.1542,72.6544,17.443,775.429488,6.8,647.04,16.6,1.37,36.496,0,0,0,43.12875942,-116.7929445,"Johnston Draw",1774.37,"Southeast",15.8,-0.99,"Nicholas_Patton",646.9420166,6.8000002,0.315186,51.0568008,613.9910278,1774.189941,636.7307739,0.682023452,2.37721493713783,0.120056064733756,1.77698506286218,"0.637615633435862","2.69983660595578","0.100873709518491","0.299313172927362","1.74565588988387","1.45587302550663","0.984881753231419",0.400186882445853,0.337017273686686,4.18641066862192,3.33745223939164
"43","S47",1.82,69.02,11.26,769.74592,6.7,643.6,16.6,1.37,36.496,0,0,0,43.12971095,-116.7934963,"Johnston Draw",1787.2,"East",13.4,-0.69,"Nicholas_Patton",643.1439819,6.6999998,1.60596,47.4474983,831.276001,1786.900024,752.8339233,0.732059291,2.56710240629133,0.133652016371919,-0.747102406291327,"0.712454256807106","2.98775280459747","0.112124603920422","0.333382117319307","1.86321615983355","1.61364582320004","0.934432255293197",0.445506721239729,0.336324589999023,4.41129423832679,3.70020706140458
"44","S48",1.283333333,47.45833333,19.43166667,746.152504,6.7,629.32,16.6,1.37,36.496,0,0,0,43.13058584,-116.7985533,"Johnston Draw",1799.81,"East",10.5,0.26,"Nicholas_Patton",628.9910278,6.6999998,0.0417983,0,503.3420105,1799.810059,763.4360352,0.73662838,2.23749568659592,0.112517924863308,-0.954162353595923,"0.599338535853801","2.53610185307881","0.0946164885798456","0.280443260964514","1.6094877075241","1.36791022114434","0.970420888174341",0.37505974954436,0.337381929786567,3.94781881684278,3.13544038893261
"45","S49",3.56952381,59.81142857,20.72380952,749.109942,6.7,631.11,16.6,1.37,36.496,0,0,0,43.13104556,-116.7960652,"Johnston Draw",1788.23,"Southwest",2.7,0.02,"Nicholas_Patton",630.6810303,6.6999998,0.0799715,4.8996,230.2749939,1788.150024,647.0800171,0.686483564,1.76021193309267,0.0914418277694313,1.80931187690733,"0.486797275474424","2.05795859148742","0.0768402399333071","0.227965852631464","1.09596693132045","1.11077841767047","0.811065801791354",0.304806092564771,0.337069078751585,3.01781115078227,2.54475586696184
"46","S50",1.783333333,62.605,12.33166667,789.770584,6.6,655.72,16.6,1.37,36.496,0,0,0,43.13301998,-116.7920531,"Johnston Draw",1809.04,"West",5.7,0.24,"Nicholas_Patton",654.4829712,6.5999999,0.0264212,0,157.8029938,1809.089966,771.8782959,0.740266658,1.5203109650541,0.0850552374305915,0.263022367945902,"0.454761126564606","1.9093498072478","0.0712851862656846","0.212232271836287","0.773558574775846","1.03182336272019","0.614692887436584",0.283517458101972,0.335882877985083,2.42007482493262,2.36411093381241
"47","S53",0.587352941,24.25294118,38.65352941,302.487238,8.2,360.79,16.6,1.37,36.496,0,0,0,43.14393712,-116.7367838,"Lower Sheep Creek",1614.47,"Northwest",9.8,0.65,"Nicholas_Patton",360.6390076,8.1999998,0.0700836,0,-110.0210037,1614.439941,676.4266968,0.699130816,1.03827592842296,0.0549393649843312,-0.450922987422955,"0.275111471390259","1.13695147329203","0.0457464884994864","0.137384728114951","0.606598107821712","0.61960742893494","0.639520063356472",0.183131216614437,0.332980886064788,1.86572560011312,1.41206294468229
"48","S54",0.576129032,26.79516129,26.38645161,290.987926,8.2,353.83,16.6,1.37,36.496,0,0,0,43.1439637,-116.7353485,"Lower Sheep Creek",1618.39,"North",4.4,0.18,"Nicholas_Patton",354.4710083,8.1999998,0.0666284,2.5657201,-97.2988968,1618.319946,686.4300537,0.703441865,1.00581853842716,0.0565563431255987,-0.42968950642716,"0.28383450390763","1.21239154545387","0.0474837554944946","0.141037388257501","0.480332548548835","0.655752758029062","0.531895961732474",0.188521143751996,0.336674948970272,1.66798126831037,1.4962260493615
"49","S55",0.928333333,24.19333333,25.87,289.567034,8.2,352.97,16.6,1.37,36.496,0,0,0,43.14459543,-116.73561,"Lower Sheep Creek",1609.77,"North",7.7,-1.58,"Nicholas_Patton",352.5100098,8.1999998,0.0068309,0,-20.0743008,1609.550049,663.8599243,0.693715037,1.21032791125262,0.0665142283142885,-0.281994578252623,"0.334515952508899","1.43090890524548","0.0557351536371629","0.165978940743799","0.655056839970999","0.773212819248371","0.61901775948737",0.221714094380962,0.335796537725797,2.04728741870674,1.76542485775438
"50","S57",0.571666667,24.035,33.69333333,178.704414,8.7,285.87,16.6,1.37,36.496,0,0,0,43.16761023,-116.7130538,"Nancy Gulch",1423.26,"Northeast",6.3,0.75,"Nicholas_Patton",285.3930054,8.6999998,0.166226,40.6562996,-11.6217003,1422.98999,386.2563782,0.57407895,1.27287756700317,0.0676476050502892,-0.701210900003166,"0.332988700987502","1.39729015461759","0.0564087712110242","0.169083245623273","0.815875634202472","0.759326291457129","0.711952425244896",0.225492016834297,0.333615379827201,2.2871543509045,1.73027885560509
